camera_id,runA_frame,runB_frame,confidence,tier,support_score,confidence_is_calibrated_probability,status,left_anchor_id,right_anchor_id,candidate_id,candidate_decision,method
cam5,0,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,1,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,2,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,3,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,4,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,5,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,6,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,7,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,8,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,9,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,10,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,11,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,12,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,13,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,14,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,15,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,16,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,17,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,18,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,19,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,20,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,21,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,22,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,23,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,24,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,25,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,26,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,27,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,28,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,29,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,30,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,31,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,32,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,33,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,34,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,35,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,36,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,37,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,38,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,39,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,40,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,41,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,42,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,43,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,44,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,45,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,46,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,47,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,48,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,49,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,50,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,51,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,52,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,53,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,54,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,55,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,56,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,57,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,58,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,59,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,60,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,61,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,62,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,63,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,64,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,65,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,66,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,67,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,68,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,69,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,70,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,71,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,72,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,73,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,74,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,75,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,76,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,77,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,78,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,79,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,80,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,81,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,82,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,83,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,84,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,85,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,86,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,87,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,88,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,89,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,90,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,91,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,92,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,93,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,94,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,95,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,96,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,97,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,98,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,99,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
cam5,100,,0.00,abstain,,False,pre_route_no_correspondence,,,,,frozen_query_path_adjacent_acceptance_interpolation
