camera_id,runA_frame,runB_frame,confidence,posterior_probability,posterior_no_correspondence,confidence_is_calibrated_probability,status,method,motion_channel
cam0,0,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam0,1,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam0,2,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam0,3,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam0,4,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam0,5,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam0,6,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam0,7,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam0,8,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam0,9,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam0,10,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam0,11,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam0,12,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam0,13,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam0,14,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam0,15,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam0,16,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam0,17,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam0,18,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam0,19,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam0,20,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam0,21,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam0,22,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam0,23,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam0,24,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam0,25,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam0,26,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam0,27,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam0,28,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam0,29,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam0,30,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam0,31,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam0,32,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam0,33,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam0,34,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam0,35,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam0,36,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam0,37,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam0,38,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam0,39,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam0,40,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam0,41,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam0,42,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam0,43,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam0,44,,abstain,,,True,idle_segment,bayes-hmm-v1,true
cam0,45,,abstain,,,True,idle_segment,bayes-hmm-v1,true
